Protein	Genes	ABAGE_IgG	ABAGE_S	ANAMA_IgG	ANAMA_S	CARVA_IgG	CARVA_S	CECPA_IgG	CECPA_S	CHAAN_IgG	CHAAN_S	control_TGF5	DEPMA_IgG	DEPMA_S	DEVZI_IgG	DEVZI_S	DUCMA_IgG	DUCMA_S	GRUMA_IgG	GRUMA_S	HC4_IgG	HC4_S	HC7_IgG	HC7_S	HC9_IgG	HC9_S	HC10_IgG	HC10_S	HC11_IgG	HC11_S	LEFKA_IgG	LEFKA_S	MATEV_IgG	MATEV_S	PBS	RADSO_IgG	RADSO_S	VANMC_IgG	VANMC_S	VERSA_IgG	VERSA_S	WILWI_IgG	WILWI_S
O95248	SBF1	22.9215	22.0824	24.0969	25.6637	22.8894	22.6378	22.275	23.4202	22.289	23.8197	22.4838	22.2101	22.0662	22.3101	22.8862	22.3214	22.9299	21.9875	23.2593	22.0007	22.5082	22.2517	21.5992	22.2741	21.7259	22.751	20.9298	23.1921	21.6384	23.918	22.1992	22.0788	23.3164	22.4488	22.2649	22.4222	22.2782	22.6111	22.5887	22.7814	21.7301	24.5119
Q6UWP8	SBSN	26.2398	24.3584	23.888	24.2983	24.4417	22.0701	28.5843	28.0759	27.504	27.8145	31.3168	26.1687	25.4569	28.1132	28.0418	26.6576	27.3907	28.2009	27.9004	23.2159	23.4988	30.479	31.045	31.1999	29.966	31.1038	31.216	29.8573	31.1313	23.8087	23.3161	23.1109	21.9459	31.7371	27.7343	27.6101	27.6035	26.5793	27.0319	28.5012	27.5843	27.7298
O15126	SCAMP1	26.8852	26.3872	25.9104	25.7334	25.9102	27.201	24.9215	25.4322	25.7847	25.3822	25.3405	25.9819	25.8643	25.5344	25.7381	26.5099	26.3285	22.7428	25.1931	25.9495	25.4918	25.5485	25.1911	25.4795	25.4612	25.4665	25.3482	25.5797	25.6554	24.938	25.8064	25.8154	25.381	25.2962	25.9527	25.2153	25.4677	25.4923	26.2914	26.2811	26.5618	26.0796
Q6IBK3	SCAMP2	26.0268	26.2191	25.399	25.9327	26.0855	25.2364	25.6143	25.1829	26.0076	25.5116	25.7655	26.0034	26.1274	25.9579	25.734	25.8094	25.7342	25.7927	25.3316	26.0422	25.5128	25.7099	25.2702	25.4988	25.8196	25.7124	25.5776	25.8088	25.4192	26.0591	25.2615	22.9568	25.834	25.3989	25.6999	25.4572	25.9206	25.9185	26.1822	25.9712	25.6464	25.7947
Q6FHJ5	SCAMP3	27.4815	26.8528	25.9951	26.1613	26.0779	25.1553	26.5925	26.1231	26.553	26.3031	26.6717	26.541	26.9124	26.7705	26.3088	27.0158	26.816	26.359	26.1974	26.6886	26.222	26.4861	26.5521	26.7796	26.301	26.4509	26.545	26.7093	26.7823	26.4295	25.5114	26.7009	25.8715	26.4268	26.2614	26.3858	26.5773	26.4006	26.8283	26.7862	26.4674	26.3862
Q969E2-2	SCAMP4	23.8872	22.9177	22.9418	22.2998	24.5824	24.3658	22.7401	25.4668	25.5241	25.7986	23.0954	22.6915	22.4911	25.0293	25.4582	20.9914	21.8279	22.5293	25.2354	21.3809	22.0131	25.5747	25.2608	25.6002	25.416	24.9425	22.3557	23.0759	25.5963	24.5374	25.9035	23.2218	22.3035	23.9644	21.7323	25.2967	22.6063	25.5427	23.3182	22.6334	23.0174	23.0781
A0A1W2PPX5	SCARB2	29.7133	29.5407	29.8635	29.4847	29.4607	29.4139	29.4738	29.4769	29.3445	29.3135	29.5439	29.6527	29.7901	29.6272	29.5259	29.9946	29.9074	29.4261	29.2361	29.708	29.615	29.6991	29.4367	29.6204	29.8823	29.6461	29.5869	29.808	29.582	29.8326	29.4998	29.5248	29.2545	29.5341	29.5574	29.4104	29.5389	29.4803	30.0432	30.0356	29.7435	29.6251
Q8NBX0	SCCPDH	24.8881	25.9926	24.9412	25.8268	25.605	25.4219	25.4588	25.9429	25.4939	26.0641	25.0053	25.7466	25.6376	25.8074	26.02	25.0992	26.1797	25.5492	25.725	25.5087	25.8927	25.8237	25.8064	25.6009	26.0647	24.9149	25.8093	25.3048	25.8542	25.3688	26.0628	25.9748	26.5226	25.0448	25.8669	25.913	25.7667	25.5983	25.7234	25.6556	25.8853	25.8696
O00767	SCD	27.7266	22.7302	26.3772	24.0479	23.7136	22.7953	27.9997	26.8235	27.5665	25.834	28.3897	27.9417	27.0038	27.4774	27.1072	27.3546	26.1732	27.1245	25.2344	27.8162	26.1861	28.3337	27.4295	28.1337	27.3939	28.4093	26.9685	28.4706	27.3482	24.283	22.5799	27.2663	23.849	28.0005	27.9991	26.7904	27.4133	25.955	27.5548	26.9556	27.3447	26.6435
Q53GW1	SCFD1	27.0875	27.215	27.4593	27.5638	27.5189	27.4656	27.1142	26.8082	27.2185	27.1286	27.4233	27.1602	26.9185	27.092	27.1493	26.7841	26.8335	27.2317	27.2719	27.1718	27.2415	26.8286	27.0341	26.8815	26.8259	26.8482	27.0093	27.3596	26.8276	27.3393	27.1794	27.3681	27.3218	27.1973	27.1261	27.3112	27.1416	27.2963	26.9494	26.9302	26.6838	27.2031
B2R761	SCP2	28.5598	27.7195	28.6004	28.3753	28.9047	28.5132	28.2737	27.5743	28.1016	27.5519	28.4743	28.212	27.8747	28.3357	28.0849	28.3941	28.086	27.9023	27.4117	28.4039	27.9616	28.3656	27.8567	28.2422	28.0614	28.6487	28.061	28.5563	28.5608	28.9869	28.487	28.7195	28.4124	28.4015	28.1485	27.973	28.2009	27.6642	28.2512	27.6512	28.4817	27.9936
B4DP22	SCPEP1	25.9786	26.0114	25.5026	25.2666	25.096	25.6348	25.3961	24.9289	25.276	24.9266	25.247	25.1955	25.292	25.3439	25.1292	25.6638	25.6597	25.1809	25.143	25.2419	25.3643	25.0685	24.904	22.8989	24.392	25.4459	23.1716	25.4153	25.3383	25.7141	25.1543	24.9553	25.5932	25.3063	25.0364	25.3828	25.0348	25.2333	25.5958	25.4655	25.5325	25.6239
A0A0G2JMS7	SCRIB	23.998	22.7558	23.2169	22.8618	22.8453	23.6664	23.124	22.2047	21.8208	24.3835	22.8217	24.0287	24.6232	21.863	24.3439	21.4938	22.8478	23.7139	21.8186	24.0002	24.5718	23.7186	23.6223	24.6427	24.4056	23.7234	24.7475	22.7811	24.1905	22.7192	23.7277	24.9984	24.1431	22.6619	22.3568	24.3166	24.1328	23.865	24.1461	24.6154	22.3592	24.9854
A0A090N7T9	SCRN1	28.7388	27.776	28.2506	28.1077	28.4591	28.1359	28.2819	28.1751	28.3991	28.105	28.4997	28.0849	28.0633	28.3707	28.3847	28.4619	28.5956	28.2073	28.1582	28.2942	28.1431	28.7247	28.3441	28.409	28.4743	28.575	28.5214	28.8832	28.8794	28.2647	28.1969	28.446	28.3583	28.5733	28.3736	28.4443	28.3109	28.2477	27.9685	28.3042	28.3297	28.2533
J3QL71	SCRN2	22.7578	23.0236	23.6252	24.1295	23.4086	23.6782	24.938	21.9429	25.0561	21.6018	24.9423	24.7428	24.9868	24.6467	25.0472	25.0559	25.2489	24.9143	24.5154	24.658	23.7956	24.9038	24.8786	22.967	24.7358	24.7013	21.7012	25.4476	24.9686	23.3805	23.7852	22.5578	23.2651	24.4941	24.7516	24.6916	25.0048	24.9998	25.3273	24.9717	25.1361	25.4197
E9PS17	SCYL1	24.653	24.8487	25.0746	24.8165	23.0039	25.2514	25.2482	25.1586	25.0454	25.179	25.8728	25.3369	25.5369	25.2869	25.2174	25.2043	22.3679	25.2893	25.1523	25.0586	24.77	24.8042	24.7148	24.871	25.2279	24.5762	24.9486	25.9794	24.8575	22.6801	25.1624	25.5418	24.6902	24.9	25.0523	25.0134	25.167	25.1603	25.4074	24.9136	23.7603	22.9086
B4DT61	SDC2	25.1664	24.0408	23.0744	22.0693	22.7221	23.0775	22.5478	22.504	21.4647	22.4348	23.4655	23.3958	24.9996	22.1338	23.0109	25.0915	24.9676	22.0624	23.0197	23.4652	22.0364	22.7505	22.3878	22.6035	23.2755	22.3624	22.5716	21.9131	23.8623	23.3916	22.1174	24.1032	22.2582	22.1632	23.5121	22.5813	23.6553	23.8733	24.928	25.0247	24.9755	25.1576
A0A024R7Z5	SDCBP	28.025	27.7581	28.9071	28.0119	28.8599	27.876	28.7507	28.1317	28.8745	28.2087	28.2787	29.1352	28.5125	28.9606	28.3198	28.9552	27.6431	28.331	28.1321	29.1517	28.4464	28.6565	27.8145	29.0354	28.2304	28.5353	28.0431	28.7027	27.9885	29.1346	28.4578	28.978	28.4583	28.7862	28.9544	28.2305	29.0933	28.2963	29.0753	28.5798	28.8	28.4958
G5EA09	SDCBP	27.9754	27.7449	28.7026	27.8638	28.6623	27.3564	28.6847	28.0273	28.8577	28.1658	28.2084	29.1469	28.5654	28.937	28.2653	28.9606	27.6284	28.232	28.0363	29.1108	28.4281	28.5896	27.7564	29.0221	28.1688	28.4716	27.9815	28.6369	27.9305	28.916	28.283	28.8322	28.266	28.7574	28.9174	28.1862	29.0179	28.2328	29.1572	28.5183	28.8116	28.477
Q6IBU4	SDF2	22.6434	23.344	26.125	26.4964	22.7448	26.3128	25.888	25.765	25.9209	26.2095	26.5649	26.007	26.6649	26.1083	26.3421	26.577	26.3854	26.268	26.3063	26.3891	26.5082	26.6214	26.5731	26.2508	26.6113	26.5628	26.3852	26.2937	26.7613	22.5161	26.6338	26.8267	26.1398	26.1643	25.9748	26.2622	26.2758	26.4853	26.2035	26.5878	27.008	27.1174
A0A024R084	SDF4	28.2799	28.0869	27.3976	27.5909	27.0214	27.5391	27.7133	27.3046	27.4761	27.3074	27.2098	27.7521	27.8842	27.5222	27.6693	28.0879	28.1699	27.6721	27.3654	27.6303	27.5411	27.6801	27.3861	27.5031	27.6026	27.4894	27.206	27.9351	27.8599	27.7384	27.2573	27.7879	27.5511	27.4169	27.5866	27.5265	27.4807	27.3654	28.2036	28.0139	28.1042	28.0017
A0A024QZ30	SDHA	27.4986	28.1054	27.3021	26.9254	26.9499	27.3333	27.5879	27.8191	27.833	27.6692	27.3976	27.6849	28.1047	27.5765	27.6538	27.751	27.9598	27.5128	27.8424	27.4986	27.6326	27.8582	27.7662	27.6396	27.7188	27.8415	27.6944	27.9609	27.8855	27.0115	27.124	27.0217	27.4467	27.2613	27.7256	27.9254	27.6984	27.9362	27.956	27.877	27.5859	27.838
P21912	SDHB	25.2868	23.3273	25.7774	26.0931	25.8017	26.0681	25.9171	25.3004	25.7437	25.2291	25.2575	23.1497	25.7503	25.6967	25.1122	25.2983	26.3003	25.8473	25.6826	25.3461	22.5783	25.9508	25.2107	25.3578	25.9596	25.2223	26.0541	22.9629	25.1572	25.461	25.6995	25.5347	26.3073	25.9659	25.5642	25.6441	24.9291	25.9599	23.5967	25.8015	25.9175	25.8661
O95810	SDPR	24.5563	24.2016	22.3106	23.7937	24.3098	24.1919	24.8669	25.0508	24.5963	25.0182	21.5018	24.7526	25.5729	24.8618	24.7623	25.2181	25.2521	21.7363	24.7981	24.7097	25.0825	25.0106	24.9461	25.1485	25.071	25.2793	25.4297	26.0465	25.3684	21.7777	23.2781	25.4721	25.0697	24.5677	25.1066	24.4922	24.5347	24.8362	22.8658	25.4899	25.1562	24.7673
H0YNG3	SEC11A	26.3242	25.4185	27.2415	26.8045	27.1978	26.946	25.1991	25.7875	25.9777	25.0175	25.6702	26.2255	25.9179	22.5178	25.4279	26.1544	26.0621	25.6726	24.9166	26.4884	25.8714	25.3405	22.7596	25.0496	25.5892	25.9847	25.7997	25.5433	25.8625	27.0014	26.3092	26.7848	26.838	25.9907	24.6388	25.194	24.5226	25.2071	25.7909	26.4069	25.6675	25.797
P55735-2	SEC13	27.211	27.6566	28.3944	28.1637	28.5587	28.6647	28.5786	28.4792	28.6542	28.7082	28.9755	28.091	27.5696	28.4829	28.6975	27.7788	27.893	28.6701	28.6304	28.0371	28.1399	28.5317	28.3852	28.467	28.4155	28.4384	28.3712	28.4762	28.4642	28.2977	28.2582	28.2412	27.9462	28.7482	28.7115	28.6179	28.7579	28.6539	27.4905	27.3952	27.651	27.6665
F1T0I1	SEC16A	25.6077	23.6261	25.4345	25.4967	25.6928	23.4656	25.0255	25.5024	25.2809	24.8927	25.2724	25.0838	25.4881	25.1234	25.2995	25.7403	25.3359	24.9478	24.9647	25.699	24.9402	25.4412	25.7071	25.1189	25.0865	25.5094	25.2116	25.2335	24.9684	23.8981	22.5296	23.3455	25.5097	24.9113	25.1331	25.1205	25.334	25.2332	25.5666	25.3467	25.2557	25.4323
O75396	SEC22B	29.9991	29.8095	29.9613	29.7335	30.0534	29.8929	29.4864	29.4482	29.3187	29.2312	29.6026	29.8516	29.7003	29.4627	29.2646	29.9303	29.9344	29.4956	29.1665	29.8046	29.5653	29.2068	29.2292	29.2987	29.3628	29.2464	29.1358	29.4737	29.4169	30.0665	29.8473	29.9266	29.8995	29.3712	29.4486	29.3938	29.4403	29.3305	29.9358	29.7973	29.9832	29.6842
I1VE18	SEC22B	23.9812	22.4467	27.2036	27.0602	26.3991	26.9952	26.1947	26.5279	26.6943	26.5415	27.4033	27.5555	26.2559	26.6462	26.3712	21.9735	25.1098	26.3382	26.3055	27.931	27.4037	27.4692	28.1041	27.9598	27.7372	28.0863	27.8284	27.9352	27.7657	26.472	27.2634	26.8992	26.9027	27.1307	27.0304	26.6814	26.8519	27.1261	26.0221	26.0972	24.3611	23.0163
Q15436	SEC23A	29.6771	29.5132	29.8051	29.6934	29.5964	29.7546	29.8076	29.7071	29.756	29.731	29.7966	29.7644	29.7189	29.7113	29.7209	29.6198	29.4657	29.7673	29.73	29.5806	29.6722	29.673	29.7241	29.6664	29.7031	29.5963	29.7884	29.5585	29.7541	29.8481	29.7721	29.7468	30.0928	29.5999	29.755	29.796	29.7611	29.6706	29.8419	29.7496	29.7031	29.3153
B3KM47	SEC23IP	26.4321	25.6561	26.5468	26.9078	27.0138	26.7551	26.633	26.4869	26.768	26.6075	27.0928	26.2979	26.5682	26.5839	26.449	26.0552	25.2993	26.378	26.2194	26.6447	26.7065	26.5585	26.6197	26.7488	26.705	26.7148	26.8472	26.7936	27.3509	27.22	26.759	26.9166	26.794	26.8643	26.622	26.5941	26.4787	26.6136	25.9251	25.8379	26.1566	25.9458
B4E205	SEC24A	23.6103	23.6789	23.1394	22.8338	23.4162	21.8018	22.7029	21.9816	22.5042	22.1851	22.8279	21.4716	23.5965	23.5427	23.2994	23.6036	23.8255	22.9597	23.1294	22.3422	21.736	22.816	24.6563	22.5541	21.9129	23.255	22.2531	22.8086	23.5446	24.9536	22.2713	21.5701	23.2228	22.2904	21.3092	23.4269	22.1057	22.8867	24.1767	21.7141	23.9362	23.5769
A0A024QZM6	SEC24C	27.1522	27.2852	27.0066	26.9114	27.168	26.694	26.7546	26.6003	26.4917	26.8109	26.7244	26.9585	27.0363	26.6979	26.8236	27.1367	27.1465	26.6823	26.5147	26.9658	26.6954	26.8472	26.8783	26.7446	26.7847	26.7899	26.7899	27.0991	26.5836	27.2827	26.6195	26.7175	26.8401	26.7619	26.7892	26.5999	26.7423	26.7366	27.1071	27.0002	27.0317	26.7534
B3KM89	SEC24D	27.5516	27.9066	27.5246	27.5294	27.7345	27.4913	28.0112	27.6076	27.8324	27.9094	28.0577	27.9554	28.0552	27.8288	27.9668	28.0044	27.5679	27.9714	27.8748	27.749	27.7955	28.0028	28.0466	28.0314	28.09	27.8469	27.9913	28.0189	27.9939	27.4481	27.7434	27.6854	27.5625	27.6757	28.1872	28.073	27.8388	27.9538	27.8561	28.0114	28.2704	27.2849
A0A024RDD3	SEC31L1	29.3819	28.8825	29.6807	29.6338	29.5319	29.793	29.4108	29.3691	29.3843	29.2908	29.7181	29.3365	29.383	29.3399	29.2502	29.157	29.0425	29.3558	29.3194	29.2445	29.2566	29.5041	29.0697	29.2327	29.1409	29.0998	29.3277	29.4152	29.3235	29.4474	29.3939	29.2586	29.5053	29.4232	29.4138	29.4703	29.3534	29.2528	29.492	29.2953	29.2542	29.2974
B3KNF6	SEC61A1	27.7004	27.9407	29.3543	29.5365	29.2393	29.2516	27.9296	28.2893	28.0144	28.0771	28.5417	27.7589	27.4904	27.8238	27.7544	27.4684	27.6438	28.1267	28.4059	27.9153	28.0785	27.8119	28.049	27.8494	28.0732	27.9748	27.7962	27.6686	27.9435	28.9714	29.2296	29.1276	29.2559	28.0517	27.9489	27.9564	27.9354	27.9679	27.1018	26.9156	27.1719	27.5678
P60468	SEC61B	28.7706	27.8494	27.7377	28.07	27.8924	28.0607	27.0346	27.3767	27.0287	27.2506	28.0951	26.7526	27.3625	27.501	27.4438	27.0939	27.1617	27.3984	27.3583	27.1108	27.2771	26.9337	26.9291	27.6089	27.2425	27.7752	27.4443	27.1679	27.5765	27.8327	27.8464	27.7953	28.1143	27.4107	27.6845	27.7579	27.4699	27.5994	27.082	27.0322	27.6245	27.8686
